FID,FID_1,STATION,BASIN,LONGITUDE,LATITUDE,STATION_ID,SITE,STATION__1,CRMS_SITE,PROJ_ID,BASIN_1,FLD_OFFICE,PROJ_TYPE,STATUS,DATA_TYPE,FREQUENCY,SENSOR_ENV,METHOD,Measures,FID_2,OBJECTID,TNMID,METASOURCE,SOURCEDATA,SOURCEORIG,SOURCEFEAT,LOADDATE,GNIS_ID,AREAACRES,AREASQKM,STATES,HUC8,NAME,Shape_Leng,Shape_Area,LWI_Region,Long,Lat
1973,15120,P01,Teche/Vermilion,-91° 51' 15.025"",29° 34' 13.490"",CRMS0499-P01,CRMS0499,CRMS0499-P01,CRMS0499,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.854173562800000,29.570413821599999
1974,15121,P02,Teche/Vermilion,-91° 51' 15.025"",29° 34' 13.490"",CRMS0499-P02,CRMS0499,CRMS0499-P02,CRMS0499,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.854173562800000,29.570413821599999
1975,15122,P03,Teche/Vermilion,-91° 51' 15.025"",29° 34' 13.490"",CRMS0499-P03,CRMS0499,CRMS0499-P03,CRMS0499,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.854173562800000,29.570413821599999
1976,15123,S01,Teche/Vermilion,-91° 51' 15.137"",29° 34' 13.393"",CRMS0499-S01,CRMS0499,CRMS0499-S01,CRMS0499,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.854204834599997,29.570387018600002
1977,15124,S02,Teche/Vermilion,-91° 51' 14.989"",29° 34' 13.360"",CRMS0499-S02,CRMS0499,CRMS0499-S02,CRMS0499,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.854163648300002,29.570377639000000
1978,15125,S03,Teche/Vermilion,-91° 51' 14.842"",29° 34' 13.261"",CRMS0499-S03,CRMS0499,CRMS0499-S03,CRMS0499,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.854122665700004,29.570350212600001
1979,15132,P01,Teche/Vermilion,-91° 53' 7.842"",29° 32' 9.178"",CRMS0504-P01,CRMS0504,CRMS0504-P01,CRMS0504,"LA-0030,TV-0006",Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885511566100007,29.535882678699998
1980,15133,P02,Teche/Vermilion,-91° 53' 7.842"",29° 32' 9.178"",CRMS0504-P02,CRMS0504,CRMS0504-P02,CRMS0504,"LA-0030,TV-0006",Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885511566100007,29.535882678699998
1981,15134,P03,Teche/Vermilion,-91° 53' 7.842"",29° 32' 9.178"",CRMS0504-P03,CRMS0504,CRMS0504-P03,CRMS0504,"LA-0030,TV-0006",Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885511566100007,29.535882678699998
1982,15135,S01,Teche/Vermilion,-91° 53' 8.250"",29° 32' 9.246"",CRMS0504-S01,CRMS0504,CRMS0504-S01,CRMS0504,"LA-0030,TV-0006",Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885624873599994,29.535901677599998
1983,15136,S02,Teche/Vermilion,-91° 53' 8.251"",29° 32' 9.116"",CRMS0504-S02,CRMS0504,CRMS0504-S02,CRMS0504,"LA-0030,TV-0006",Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885625269399995,29.535865583500001
1984,15137,S03,Teche/Vermilion,-91° 53' 8.141"",29° 32' 9.018"",CRMS0504-S03,CRMS0504,CRMS0504-S03,CRMS0504,"LA-0030,TV-0006",Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885594610200002,29.535838253300000
1985,15150,P01,Teche/Vermilion,-91° 58' 41.718"",29° 53' 13.346"",CRMS0511-P01,CRMS0511,CRMS0511-P01,CRMS0511,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.978255066299994,29.887040494600001
1986,15151,P02,Teche/Vermilion,-91° 58' 41.718"",29° 53' 13.346"",CRMS0511-P02,CRMS0511,CRMS0511-P02,CRMS0511,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.978255066299994,29.887040494600001
1987,15152,P03,Teche/Vermilion,-91° 58' 41.718"",29° 53' 13.346"",CRMS0511-P03,CRMS0511,CRMS0511-P03,CRMS0511,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.978255066299994,29.887040494600001
1988,15153,S01,Teche/Vermilion,-91° 58' 41.757"",29° 53' 13.184"",CRMS0511-S01,CRMS0511,CRMS0511-S01,CRMS0511,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.978265881300004,29.886995458099999
1989,15154,S02,Teche/Vermilion,-91° 58' 41.870"",29° 53' 13.120"",CRMS0511-S02,CRMS0511,CRMS0511-S02,CRMS0511,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.978297130200005,29.886977651999999
1990,15155,S03,Teche/Vermilion,-91° 58' 41.908"",29° 53' 12.990"",CRMS0511-S03,CRMS0511,CRMS0511-S03,CRMS0511,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.978307853299995,29.886941638900002
1991,15156,P01,Teche/Vermilion,-91° 36' 14.764"",29° 47' 33.626"",CRMS0513-P01,CRMS0513,CRMS0513-P01,CRMS0513,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.604101045899995,29.792673935900002
1992,15157,P02,Teche/Vermilion,-91° 36' 14.764"",29° 47' 33.626"",CRMS0513-P02,CRMS0513,CRMS0513-P02,CRMS0513,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.604101045899995,29.792673935900002
1993,15158,P03,Teche/Vermilion,-91° 36' 14.764"",29° 47' 33.626"",CRMS0513-P03,CRMS0513,CRMS0513-P03,CRMS0513,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.604101045899995,29.792673935900002
1994,15159,S01,Teche/Vermilion,-91° 36' 14.697"",29° 47' 33.106"",CRMS0513-S01,CRMS0513,CRMS0513-S01,CRMS0513,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.604082362100002,29.792529362200000
1995,15160,S02,Teche/Vermilion,-91° 36' 14.546"",29° 47' 33.234"",CRMS0513-S02,CRMS0513,CRMS0513-S02,CRMS0513,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.604040486000002,29.792565014000001
1996,15161,S03,Teche/Vermilion,-91° 36' 14.885"",29° 47' 32.945"",CRMS0513-S03,CRMS0513,CRMS0513-S03,CRMS0513,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.604134707200004,29.792484797299998
1997,15162,P01,Teche/Vermilion,-91° 49' 30.757"",29° 51' 8.952"",CRMS0514-P01,CRMS0514,CRMS0514-P01,CRMS0514,"LA-0030,TV-0019",Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.825210182099994,29.852486663099999
1998,15163,P02,Teche/Vermilion,-91° 49' 30.757"",29° 51' 8.952"",CRMS0514-P02,CRMS0514,CRMS0514-P02,CRMS0514,"LA-0030,TV-0019",Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.825210182099994,29.852486663099999
1999,15164,P03,Teche/Vermilion,-91° 49' 30.757"",29° 51' 8.952"",CRMS0514-P03,CRMS0514,CRMS0514-P03,CRMS0514,"LA-0030,TV-0019",Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.825210182099994,29.852486663099999
2000,15165,S01,Teche/Vermilion,-91° 49' 30.976"",29° 51' 9.279"",CRMS0514-S01,CRMS0514,CRMS0514-S01,CRMS0514,"LA-0030,TV-0019",Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.825271230699997,29.852577444800001
2001,15166,S02,Teche/Vermilion,-91° 49' 31.087"",29° 51' 9.377"",CRMS0514-S02,CRMS0514,CRMS0514-S02,CRMS0514,"LA-0030,TV-0019",Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.825301966300003,29.852604789800001
2002,15167,S03,Teche/Vermilion,-91° 49' 31.127"",29° 51' 9.150"",CRMS0514-S03,CRMS0514,CRMS0514-S03,CRMS0514,"LA-0030,TV-0019",Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.825313056699997,29.852541721500000
2003,15174,P01,Teche/Vermilion,-91° 53' 8.655"",29° 35' 8.938"",CRMS0520-P01,CRMS0520,CRMS0520-P01,CRMS0520,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885737621399997,29.585816183100000
2004,15175,P02,Teche/Vermilion,-91° 53' 8.655"",29° 35' 8.938"",CRMS0520-P02,CRMS0520,CRMS0520-P02,CRMS0520,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885737621399997,29.585816183100000
2005,15176,P03,Teche/Vermilion,-91° 53' 8.655"",29° 35' 8.938"",CRMS0520-P03,CRMS0520,CRMS0520-P03,CRMS0520,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885737621399997,29.585816183100000
2006,15177,S01,Teche/Vermilion,-91° 53' 8.357"",29° 35' 9.001"",CRMS0520-S01,CRMS0520,CRMS0520-S01,CRMS0520,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885654833199993,29.585833536700001
2007,15178,S02,Teche/Vermilion,-91° 53' 8.282"",29° 35' 9.065"",CRMS0520-S02,CRMS0520,CRMS0520-S02,CRMS0520,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885633987399999,29.585851410299998
2008,15179,S03,Teche/Vermilion,-91° 53' 8.393"",29° 35' 9.131"",CRMS0520-S03,CRMS0520,CRMS0520-S03,CRMS0520,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.885664760300003,29.585869717200001
2009,15180,P01,Teche/Vermilion,-91° 49' 22.997"",29° 29' 52.059"",CRMS0522-P01,CRMS0522,CRMS0522-P01,CRMS0522,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.823054701600000,29.497794161300000
2010,15181,P02,Teche/Vermilion,-91° 49' 22.997"",29° 29' 52.059"",CRMS0522-P02,CRMS0522,CRMS0522-P02,CRMS0522,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.823054701600000,29.497794161300000
2011,15182,P03,Teche/Vermilion,-91° 49' 22.997"",29° 29' 52.059"",CRMS0522-P03,CRMS0522,CRMS0522-P03,CRMS0522,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.823054701600000,29.497794161300000
2012,15183,S01,Teche/Vermilion,-91° 49' 22.845"",29° 29' 52.350"",CRMS0522-S01,CRMS0522,CRMS0522-S01,CRMS0522,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.823012504100006,29.497875006699999
2013,15184,S02,Teche/Vermilion,-91° 49' 22.843"",29° 29' 52.512"",CRMS0522-S02,CRMS0522,CRMS0522-S02,CRMS0522,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.823011982400004,29.497920123600000
2014,15185,S03,Teche/Vermilion,-91° 49' 23.065"",29° 29' 52.612"",CRMS0522-S03,CRMS0522,CRMS0522-S03,CRMS0522,LA-0030,Teche/Vermilion,Lafayette,CRMS, ,Soil Properties,Once, , ,"Soil Bulk Density, Soil Percent Moisture Content, Soil Percent Organic Matter, Soil Salinity, Soil Specific Conductance, Soil pH, Volume",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.823073557000001,29.497947741400001
2015,15186,P01,Teche/Vermilion,-91° 49' 19.293"",29° 34' 42.820"",CRMS0523-P01,CRMS0523,CRMS0523-P01,CRMS0523,"LA-0030,TV-0014",Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.822025930699994,29.578561151599999
2016,15187,P02,Teche/Vermilion,-91° 49' 19.293"",29° 34' 42.820"",CRMS0523-P02,CRMS0523,CRMS0523-P02,CRMS0523,"LA-0030,TV-0014",Teche/Vermilion,Lafayette,CRMS, ,Hydrography,Monthly, , ,"Soil Porewater Salinity, Soil Porewater Specific Conductance, Soil Porewater Temperature",3,2048,{D464005C-5979-44DC-95A4-E2EC9AFA0A9A}, , , , ,6/6/2016 0:00:00,0,1289163.350000000093132,5217.060000000000400,LA,08080103,Vermilion,4.468561831540000,0.487019357573000,5,-91.822025930699994,29.578561151599999
